date,route,fare_class,tickets_sold,price,revenue
2024-10-05,BOM-BLR,Economy,31,4053,125643
2024-10-05,BOM-BLR,Premium,73,8752,638896
2024-10-05,BOM-BLR,Business,98,14091,1380918
2024-10-05,DEL-HYD,Economy,98,4498,440804
2024-10-05,DEL-HYD,Premium,130,9037,1174810
2024-10-05,DEL-HYD,Business,101,17402,1757602
2024-10-05,BLR-HYD,Economy,41,3386,138826
2024-10-05,BLR-HYD,Premium,194,7184,1393696
2024-10-05,BLR-HYD,Business,195,18432,3594240
2024-10-06,DEL-BOM,Economy,45,4671,210195
2024-10-06,DEL-BOM,Premium,57,8345,475665
2024-10-06,DEL-BOM,Business,159,11677,1856643
2024-10-06,DEL-BLR,Economy,65,5827,378755
2024-10-06,DEL-BLR,Premium,63,8441,531783
2024-10-06,DEL-BLR,Business,102,16359,1668618
2024-10-06,BOM-BLR,Economy,80,4496,359680
2024-10-06,BOM-BLR,Premium,178,7601,1352978
2024-10-06,BOM-BLR,Business,72,10094,726768
2024-10-06,DEL-HYD,Economy,169,4046,683774
2024-10-06,DEL-HYD,Premium,162,8178,1324836
2024-10-06,DEL-HYD,Business,128,18486,2366208
2024-10-06,BLR-HYD,Economy,139,3455,480245
2024-10-06,BLR-HYD,Premium,174,9214,1603236
2024-10-06,BLR-HYD,Business,24,18070,433680
2024-10-07,DEL-BOM,Economy,60,5057,303420
2024-10-07,DEL-BOM,Premium,97,6400,620800
2024-10-07,DEL-BOM,Business,26,13851,360126
2024-10-07,DEL-BLR,Economy,104,5306,551824
2024-10-07,DEL-BLR,Premium,29,9885,286665
2024-10-07,DEL-BLR,Business,25,18822,470550
2024-10-07,BOM-BLR,Economy,187,3864,722568
2024-10-07,BOM-BLR,Premium,87,9300,809100
2024-10-07,BOM-BLR,Business,79,17121,1352559
2024-10-07,DEL-HYD,Economy,132,3216,424512
2024-10-07,DEL-HYD,Premium,98,9041,886018
2024-10-07,DEL-HYD,Business,137,15153,2075961
2024-10-07,BLR-HYD,Economy,58,4602,266916
2024-10-07,BLR-HYD,Premium,107,9436,1009652
2024-10-07,BLR-HYD,Business,108,11102,1199016
2024-10-08,DEL-BOM,Economy,197,4820,949540
2024-10-08,DEL-BOM,Premium,58,9684,561672
2024-10-08,DEL-BOM,Business,161,17707,2850827
2024-10-08,DEL-BLR,Economy,33,5785,190905
2024-10-08,DEL-BLR,Premium,135,9775,1319625
2024-10-08,DEL-BLR,Business,51,10016,510816
2024-10-08,BOM-BLR,Economy,136,3982,541552
2024-10-08,BOM-BLR,Premium,29,9503,275587
2024-10-08,BOM-BLR,Business,135,19468,2628180
2024-10-08,DEL-HYD,Economy,188,3846,723048
2024-10-08,DEL-HYD,Premium,61,8807,537227
2024-10-08,DEL-HYD,Business,90,17180,1546200
2024-10-08,BLR-HYD,Economy,34,3803,129302
2024-10-08,BLR-HYD,Premium,136,8103,1102008
2024-10-08,BLR-HYD,Business,151,14403,2174853
2024-10-09,DEL-BOM,Economy,157,3221,505697
2024-10-09,DEL-BOM,Premium,48,9892,474816
2024-10-09,DEL-BOM,Business,170,10111,1718870
2024-10-09,DEL-BLR,Economy,190,4161,790590
2024-10-09,DEL-BLR,Premium,49,7330,359170
2024-10-09,DEL-BLR,Business,165,19748,3258420
2024-10-09,BOM-BLR,Economy,148,3496,517408
2024-10-09,BOM-BLR,Premium,66,8773,579018
2024-10-09,BOM-BLR,Business,193,11000,2123000
2024-10-09,DEL-HYD,Economy,186,5326,990636
2024-10-09,DEL-HYD,Premium,21,9827,206367
2024-10-09,DEL-HYD,Business,90,18612,1675080
2024-10-09,BLR-HYD,Economy,132,5275,696300
2024-10-09,BLR-HYD,Premium,50,7841,392050
2024-10-09,BLR-HYD,Business,141,14522,2047602
2024-10-10,DEL-BOM,Economy,34,4967,168878
2024-10-10,DEL-BOM,Premium,191,9603,1834173
2024-10-10,DEL-BOM,Business,27,16834,454518
2024-10-10,DEL-BLR,Economy,23,4643,106789
2024-10-10,DEL-BLR,Premium,74,8851,654974
2024-10-10,DEL-BLR,Business,31,15458,479198
2024-10-10,BOM-BLR,Economy,25,4305,107625
2024-10-10,BOM-BLR,Premium,139,8470,1177330
2024-10-10,BOM-BLR,Business,33,14622,482526
2024-10-10,DEL-HYD,Economy,56,3177,177912
2024-10-10,DEL-HYD,Premium,91,8670,788970
2024-10-10,DEL-HYD,Business,124,19054,2362696
2024-10-10,BLR-HYD,Economy,137,5565,762405
2024-10-10,BLR-HYD,Premium,112,6770,758240
2024-10-10,BLR-HYD,Business,34,17225,585650
2024-10-11,DEL-BOM,Economy,58,4275,247950
2024-10-11,DEL-BOM,Premium,54,7436,401544
2024-10-11,DEL-BOM,Business,71,14251,1011821
2024-10-11,DEL-BLR,Economy,49,4113,201537
2024-10-11,DEL-BLR,Premium,182,9566,1741012
2024-10-11,DEL-BLR,Business,71,18700,1327700
2024-10-11,BOM-BLR,Economy,55,4687,257785
2024-10-11,BOM-BLR,Premium,169,8928,1508832
2024-10-11,BOM-BLR,Business,23,15360,353280
2024-10-11,DEL-HYD,Economy,49,3325,162925
2024-10-11,DEL-HYD,Premium,130,8760,1138800
2024-10-11,DEL-HYD,Business,142,14364,2039688
2024-10-11,BLR-HYD,Economy,174,4220,734280
2024-10-11,BLR-HYD,Premium,50,8845,442250
2024-10-11,BLR-HYD,Business,118,10425,1230150
2024-10-12,DEL-BOM,Economy,179,5914,1058606
2024-10-12,DEL-BOM,Premium,186,9997,1859442
2024-10-12,DEL-BOM,Business,133,11184,1487472
2024-10-12,DEL-BLR,Economy,44,5467,240548
2024-10-12,DEL-BLR,Premium,65,7489,486785
2024-10-12,DEL-BLR,Business,116,10135,1175660
2024-10-12,BOM-BLR,Economy,94,5757,541158
2024-10-12,BOM-BLR,Premium,144,9531,1372464
2024-10-12,BOM-BLR,Business,57,15049,857793
2024-10-12,DEL-HYD,Economy,100,3896,389600
2024-10-12,DEL-HYD,Premium,93,7126,662718
2024-10-12,DEL-HYD,Business,183,10113,1850679
2024-10-12,BLR-HYD,Economy,142,4336,615712
2024-10-12,BLR-HYD,Premium,192,6463,1240896
2024-10-12,BLR-HYD,Business,112,14318,1603616
2024-10-13,DEL-BOM,Economy,100,4289,428900
2024-10-13,DEL-BOM,Premium,162,8283,1341846
2024-10-13,DEL-BOM,Business,77,12427,956879
2024-10-13,DEL-BLR,Economy,45,3613,162585
2024-10-13,DEL-BLR,Premium,71,8866,629486
2024-10-13,DEL-BLR,Business,33,17144,565752
2024-10-13,BOM-BLR,Economy,20,3184,63680
2024-10-13,BOM-BLR,Premium,33,8234,271722
2024-10-13,BOM-BLR,Business,22,10600,233200
2024-10-13,DEL-HYD,Economy,144,3961,570384
2024-10-13,DEL-HYD,Premium,114,8397,957258
2024-10-13,DEL-HYD,Business,44,14488,637472
2024-10-13,BLR-HYD,Economy,122,3701,451522
2024-10-13,BLR-HYD,Premium,35,8379,293265
2024-10-13,BLR-HYD,Business,45,19234,865530
2024-10-14,DEL-BOM,Economy,167,5538,924846
2024-10-14,DEL-BOM,Premium,104,7698,800592
2024-10-14,DEL-BOM,Business,169,12657,2139033
2024-10-14,DEL-BLR,Economy,160,3507,561120
2024-10-14,DEL-BLR,Premium,116,6289,729524
2024-10-14,DEL-BLR,Business,164,15962,2617768
2024-10-14,BOM-BLR,Economy,116,4400,510400
2024-10-14,BOM-BLR,Premium,136,9787,1331032
2024-10-14,BOM-BLR,Business,86,13251,1139586
2024-10-14,DEL-HYD,Economy,37,4204,155548
2024-10-14,DEL-HYD,Premium,46,6474,297804
2024-10-14,DEL-HYD,Business,148,14257,2110036
2024-10-14,BLR-HYD,Economy,37,3020,111740
2024-10-14,BLR-HYD,Premium,176,6951,1223376
2024-10-14,BLR-HYD,Business,174,15952,2775648
2024-10-15,DEL-BOM,Economy,185,3850,712250
2024-10-15,DEL-BOM,Premium,100,9669,966900
2024-10-15,DEL-BOM,Business,67,16339,1094713
2024-10-15,DEL-BLR,Economy,127,3812,484124
2024-10-15,DEL-BLR,Premium,116,6712,778592
2024-10-15,DEL-BLR,Business,99,18366,1818234
2024-10-15,BOM-BLR,Economy,153,4089,625617
2024-10-15,BOM-BLR,Premium,190,7351,1396690
2024-10-15,BOM-BLR,Business,182,17322,3152604
2024-10-15,DEL-HYD,Economy,162,5555,899910
2024-10-15,DEL-HYD,Premium,88,8702,765776
2024-10-15,DEL-HYD,Business,53,19732,1045796
2024-10-15,BLR-HYD,Economy,135,5457,736695
2024-10-15,BLR-HYD,Premium,42,8572,360024
2024-10-15,BLR-HYD,Business,39,13300,518700
2024-10-16,DEL-BOM,Economy,171,5848,1000008
2024-10-16,DEL-BOM,Premium,83,8376,695208
2024-10-16,DEL-BOM,Business,164,18262,2994968
2024-10-16,DEL-BLR,Economy,78,5912,461136
2024-10-16,DEL-BLR,Premium,125,8009,1001125
2024-10-16,DEL-BLR,Business,164,16614,2724696
2024-10-16,BOM-BLR,Economy,193,3215,620495
2024-10-16,BOM-BLR,Premium,185,7564,1399340
2024-10-16,BOM-BLR,Business,110,16050,1765500
2024-10-16,DEL-HYD,Economy,135,3069,414315
2024-10-16,DEL-HYD,Premium,65,7707,500955
2024-10-16,DEL-HYD,Business,199,19025,3785975
2024-10-16,BLR-HYD,Economy,187,5260,983620
2024-10-16,BLR-HYD,Premium,195,7852,1531140
2024-10-16,BLR-HYD,Business,71,18303,1299513
2024-10-17,DEL-BOM,Economy,106,3182,337292
2024-10-17,DEL-BOM,Premium,66,8023,529518
2024-10-17,DEL-BOM,Business,41,10541,432181
2024-10-17,DEL-BLR,Economy,165,4021,663465
2024-10-17,DEL-BLR,Premium,93,9933,923769
2024-10-17,DEL-BLR,Business,90,16189,1457010
2024-10-17,BOM-BLR,Economy,37,4420,163540
2024-10-17,BOM-BLR,Premium,27,9487,256149
2024-10-17,BOM-BLR,Business,121,14670,1775070
2024-10-17,DEL-HYD,Economy,59,4107,242313
2024-10-17,DEL-HYD,Premium,153,8680,1328040
2024-10-17,DEL-HYD,Business,155,10366,1606730
2024-10-17,BLR-HYD,Economy,51,4836,246636
2024-10-17,BLR-HYD,Premium,101,6535,660035
2024-10-17,BLR-HYD,Business,33,19916,657228
2024-10-18,DEL-BOM,Economy,20,5264,105280
2024-10-18,DEL-BOM,Premium,51,8079,412029
2024-10-18,DEL-BOM,Business,171,17446,2983266
2024-10-18,DEL-BLR,Economy,48,3609,173232
2024-10-18,DEL-BLR,Premium,163,9940,1620220
2024-10-18,DEL-BLR,Business,191,10442,1994422
2024-10-18,BOM-BLR,Economy,148,3398,502904
2024-10-18,BOM-BLR,Premium,188,9331,1754228
2024-10-18,BOM-BLR,Business,65,17638,1146470
2024-10-18,DEL-HYD,Economy,180,3339,601020
2024-10-18,DEL-HYD,Premium,125,7498,937250
2024-10-18,DEL-HYD,Business,172,14880,2559360
2024-10-18,BLR-HYD,Economy,168,3130,525840
2024-10-18,BLR-HYD,Premium,26,9849,256074
2024-10-18,BLR-HYD,Business,32,19510,624320
2024-10-19,DEL-BOM,Economy,166,4458,740028
2024-10-19,DEL-BOM,Premium,71,8990,638290
2024-10-19,DEL-BOM,Business,139,18852,2620428
2024-10-19,DEL-BLR,Economy,94,4403,413882
2024-10-19,DEL-BLR,Premium,81,6785,549585
2024-10-19,DEL-BLR,Business,67,12774,855858
2024-10-19,BOM-BLR,Economy,53,3253,172409
2024-10-19,BOM-BLR,Premium,106,7048,747088
2024-10-19,BOM-BLR,Business,151,10937,1651487
2024-10-19,DEL-HYD,Economy,68,5893,400724
2024-10-19,DEL-HYD,Premium,155,8007,1241085
2024-10-19,DEL-HYD,Business,54,13743,742122
2024-10-19,BLR-HYD,Economy,171,3518,601578
2024-10-19,BLR-HYD,Premium,119,7065,840735
2024-10-19,BLR-HYD,Business,178,18011,3205958
2024-10-20,DEL-BOM,Economy,51,3480,177480
2024-10-20,DEL-BOM,Premium,145,9987,1448115
2024-10-20,DEL-BOM,Business,124,13276,1646224
2024-10-20,DEL-BLR,Economy,33,4963,163779
2024-10-20,DEL-BLR,Premium,67,7679,514493
2024-10-20,DEL-BLR,Business,72,13317,958824
2024-10-20,BOM-BLR,Economy,152,4673,710296
2024-10-20,BOM-BLR,Premium,85,8394,713490
2024-10-20,BOM-BLR,Business,184,15152,2787968
2024-10-20,DEL-HYD,Economy,87,5234,455358
2024-10-20,DEL-HYD,Premium,107,7374,789018
2024-10-20,DEL-HYD,Business,196,16704,3273984
2024-10-20,BLR-HYD,Economy,132,3625,478500
2024-10-20,BLR-HYD,Premium,44,6394,281336
2024-10-20,BLR-HYD,Business,127,10968,1392936
2024-10-21,DEL-BOM,Economy,88,3668,322784
2024-10-21,DEL-BOM,Premium,138,6222,858636
2024-10-21,DEL-BOM,Business,27,16716,451332
2024-10-21,DEL-BLR,Economy,175,3470,607250
2024-10-21,DEL-BLR,Premium,144,8572,1234368
2024-10-21,DEL-BLR,Business,26,11343,294918
2024-10-21,BOM-BLR,Economy,197,3920,772240
2024-10-21,BOM-BLR,Premium,103,7986,822558
2024-10-21,BOM-BLR,Business,162,16311,2642382
2024-10-21,DEL-HYD,Economy,140,4774,668360
2024-10-21,DEL-HYD,Premium,88,7010,616880
2024-10-21,DEL-HYD,Business,81,13857,1122417
2024-10-21,BLR-HYD,Economy,67,4672,313024
2024-10-21,BLR-HYD,Premium,170,8553,1454010
2024-10-21,BLR-HYD,Business,59,19231,1134629
2024-10-22,DEL-BOM,Economy,146,3884,567064
2024-10-22,DEL-BOM,Premium,153,9597,1468341
2024-10-22,DEL-BOM,Business,85,10458,888930
2024-10-22,DEL-BLR,Economy,105,3625,380625
2024-10-22,DEL-BLR,Premium,148,9598,1420504
2024-10-22,DEL-BLR,Business,174,15146,2635404
2024-10-22,BOM-BLR,Economy,31,5114,158534
2024-10-22,BOM-BLR,Premium,154,9615,1480710
2024-10-22,BOM-BLR,Business,58,14301,829458
2024-10-22,DEL-HYD,Economy,150,3941,591150
2024-10-22,DEL-HYD,Premium,100,6770,677000
2024-10-22,DEL-HYD,Business,93,12926,1202118
2024-10-22,BLR-HYD,Economy,59,3834,226206
2024-10-22,BLR-HYD,Premium,157,8504,1335128
2024-10-22,BLR-HYD,Business,193,15091,2912563
2024-10-23,DEL-BOM,Economy,45,5458,245610
2024-10-23,DEL-BOM,Premium,45,8466,380970
2024-10-23,DEL-BOM,Business,134,18081,2422854
2024-10-23,DEL-BLR,Economy,190,4538,862220
2024-10-23,DEL-BLR,Premium,154,9884,1522136
2024-10-23,DEL-BLR,Business,105,19650,2063250
2024-10-23,BOM-BLR,Economy,28,4250,119000
2024-10-23,BOM-BLR,Premium,135,7853,1060155
2024-10-23,BOM-BLR,Business,123,10181,1252263
2024-10-23,DEL-HYD,Economy,154,4142,637868
2024-10-23,DEL-HYD,Premium,43,7506,322758
2024-10-23,DEL-HYD,Business,111,14244,1581084
2024-10-23,BLR-HYD,Economy,136,5505,748680
2024-10-23,BLR-HYD,Premium,25,8036,200900
2024-10-23,BLR-HYD,Business,101,16168,1632968
2024-10-24,DEL-BOM,Economy,158,3713,586654
2024-10-24,DEL-BOM,Premium,115,7211,829265
2024-10-24,DEL-BOM,Business,20,18129,362580
2024-10-24,DEL-BLR,Economy,70,5638,394660
2024-10-24,DEL-BLR,Premium,81,7010,567810
2024-10-24,DEL-BLR,Business,61,18291,1115751
2024-10-24,BOM-BLR,Economy,58,5310,307980
2024-10-24,BOM-BLR,Premium,64,7143,457152
2024-10-24,BOM-BLR,Business,157,14682,2305074
2024-10-24,DEL-HYD,Economy,25,5237,130925
2024-10-24,DEL-HYD,Premium,118,6829,805822
2024-10-24,DEL-HYD,Business,102,19917,2031534
2024-10-24,BLR-HYD,Economy,181,4045,732145
2024-10-24,BLR-HYD,Premium,29,8311,241019
2024-10-24,BLR-HYD,Business,142,16266,2309772
2024-10-25,DEL-BOM,Economy,81,5348,433188
2024-10-25,DEL-BOM,Premium,157,9641,1513637
2024-10-25,DEL-BOM,Business,168,17512,2942016
2024-10-25,DEL-BLR,Economy,83,5224,433592
2024-10-25,DEL-BLR,Premium,92,6581,605452
2024-10-25,DEL-BLR,Business,40,19190,767600
2024-10-25,BOM-BLR,Economy,46,4742,218132
2024-10-25,BOM-BLR,Premium,105,7393,776265
2024-10-25,BOM-BLR,Business,154,16059,2473086
2024-10-25,DEL-HYD,Economy,65,3060,198900
2024-10-25,DEL-HYD,Premium,35,8180,286300
2024-10-25,DEL-HYD,Business,57,15990,911430
2024-10-25,BLR-HYD,Economy,75,4342,325650
2024-10-25,BLR-HYD,Premium,78,7963,621114
2024-10-25,BLR-HYD,Business,74,19603,1450622
2024-10-26,DEL-BOM,Economy,104,4533,471432
2024-10-26,DEL-BOM,Premium,77,9120,702240
2024-10-26,DEL-BOM,Business,38,13190,501220
2024-10-26,DEL-BLR,Economy,199,4960,987040
2024-10-26,DEL-BLR,Premium,153,8581,1312893
2024-10-26,DEL-BLR,Business,23,17103,393369
2024-10-26,BOM-BLR,Economy,184,5974,1099216
2024-10-26,BOM-BLR,Premium,64,8727,558528
2024-10-26,BOM-BLR,Business,112,11104,1243648
2024-10-26,DEL-HYD,Economy,106,5540,587240
2024-10-26,DEL-HYD,Premium,82,7330,601060
2024-10-26,DEL-HYD,Business,132,19145,2527140
2024-10-26,BLR-HYD,Economy,22,4842,106524
2024-10-26,BLR-HYD,Premium,92,7596,698832
2024-10-26,BLR-HYD,Business,194,13037,2529178
2024-10-27,DEL-BOM,Economy,57,5749,327693
2024-10-27,DEL-BOM,Premium,101,8114,819514
2024-10-27,DEL-BOM,Business,146,15616,2279936
2024-10-27,DEL-BLR,Economy,59,5768,340312
2024-10-27,DEL-BLR,Premium,60,9036,542160
2024-10-27,DEL-BLR,Business,119,18330,2181270
2024-10-27,BOM-BLR,Economy,79,5371,424309
2024-10-27,BOM-BLR,Premium,36,6073,218628
2024-10-27,BOM-BLR,Business,35,11896,416360
2024-10-27,DEL-HYD,Economy,23,5972,137356
2024-10-27,DEL-HYD,Premium,25,6510,162750
2024-10-27,DEL-HYD,Business,148,19150,2834200
2024-10-27,BLR-HYD,Economy,76,3064,232864
2024-10-27,BLR-HYD,Premium,40,9741,389640
2024-10-27,BLR-HYD,Business,195,19909,3882255
2024-10-28,DEL-BOM,Economy,129,5563,717627
2024-10-28,DEL-BOM,Premium,191,8443,1612613
2024-10-28,DEL-BOM,Business,93,18284,1700412
2024-10-28,DEL-BLR,Economy,84,5368,450912
2024-10-28,DEL-BLR,Premium,68,7621,518228
2024-10-28,DEL-BLR,Business,156,15054,2348424
2024-10-28,BOM-BLR,Economy,126,4413,556038
2024-10-28,BOM-BLR,Premium,180,6663,1199340
2024-10-28,BOM-BLR,Business,139,16194,2250966
2024-10-28,DEL-HYD,Economy,149,4166,620734
2024-10-28,DEL-HYD,Premium,137,9238,1265606
2024-10-28,DEL-HYD,Business,23,16301,374923
2024-10-28,BLR-HYD,Economy,129,3098,399642
2024-10-28,BLR-HYD,Premium,141,6489,914949
2024-10-28,BLR-HYD,Business,139,15338,2131982
2024-10-29,DEL-BOM,Economy,37,3452,127724
2024-10-29,DEL-BOM,Premium,177,6430,1138110
2024-10-29,DEL-BOM,Business,146,11946,1744116
2024-10-29,DEL-BLR,Economy,103,3191,328673
2024-10-29,DEL-BLR,Premium,72,7813,562536
2024-10-29,DEL-BLR,Business,65,17524,1139060
2024-10-29,BOM-BLR,Economy,163,5126,835538
2024-10-29,BOM-BLR,Premium,93,7942,738606
2024-10-29,BOM-BLR,Business,44,11878,522632
2024-10-29,DEL-HYD,Economy,91,3605,328055
2024-10-29,DEL-HYD,Premium,106,7756,822136
2024-10-29,DEL-HYD,Business,116,18107,2100412
2024-10-29,BLR-HYD,Economy,116,3347,388252
2024-10-29,BLR-HYD,Premium,186,8078,1502508
2024-10-29,BLR-HYD,Business,140,11234,1572760
2024-10-30,DEL-BOM,Economy,180,4278,770040
2024-10-30,DEL-BOM,Premium,180,6954,1251720
2024-10-30,DEL-BOM,Business,120,10968,1316160
2024-10-30,DEL-BLR,Economy,138,3138,433044
2024-10-30,DEL-BLR,Premium,76,8913,677388
2024-10-30,DEL-BLR,Business,199,15257,3036143
2024-10-30,BOM-BLR,Economy,124,5951,737924
2024-10-30,BOM-BLR,Premium,94,6403,601882
2024-10-30,BOM-BLR,Business,167,11735,1959745
2024-10-30,DEL-HYD,Economy,34,5273,179282
2024-10-30,DEL-HYD,Premium,124,8540,1058960
2024-10-30,DEL-HYD,Business,40,18098,723920
2024-10-30,BLR-HYD,Economy,104,5499,571896
2024-10-30,BLR-HYD,Premium,135,9781,1320435
2024-10-30,BLR-HYD,Business,40,12025,481000
2024-10-31,DEL-BOM,Economy,140,5446,762440
2024-10-31,DEL-BOM,Premium,75,8651,648825
2024-10-31,DEL-BOM,Business,119,15959,1899121
2024-10-31,DEL-BLR,Economy,84,5610,471240
2024-10-31,DEL-BLR,Premium,31,7895,244745
2024-10-31,DEL-BLR,Business,146,10047,1466862
2024-10-31,BOM-BLR,Economy,80,5256,420480
2024-10-31,BOM-BLR,Premium,55,8802,484110
2024-10-31,BOM-BLR,Business,126,16155,2035530
2024-10-31,DEL-HYD,Economy,102,5990,610980
2024-10-31,DEL-HYD,Premium,82,9153,750546
2024-10-31,DEL-HYD,Business,70,10751,752570
2024-10-31,BLR-HYD,Economy,116,3048,353568
2024-10-31,BLR-HYD,Premium,76,7540,573040
2024-10-31,BLR-HYD,Business,43,18506,795758
2024-11-01,DEL-BOM,Economy,57,4700,267900
2024-11-01,DEL-BOM,Premium,145,9863,1430135
2024-11-01,DEL-BOM,Business,40,13800,552000
2024-11-01,DEL-BLR,Economy,194,4775,926350
2024-11-01,DEL-BLR,Premium,191,9815,1874665
2024-11-01,DEL-BLR,Business,153,17115,2618595
2024-11-01,BOM-BLR,Economy,141,5435,766335
2024-11-01,BOM-BLR,Premium,178,9368,1667504
2024-11-01,BOM-BLR,Business,20,19444,388880
2024-11-01,DEL-HYD,Economy,138,5487,757206
2024-11-01,DEL-HYD,Premium,55,6421,353155
2024-11-01,DEL-HYD,Business,197,10019,1973743
2024-11-01,BLR-HYD,Economy,183,3381,618723
2024-11-01,BLR-HYD,Premium,81,8285,671085
2024-11-01,BLR-HYD,Business,112,15242,1707104
2024-11-02,DEL-BOM,Economy,178,5389,959242
2024-11-02,DEL-BOM,Premium,45,7024,316080
2024-11-02,DEL-BOM,Business,106,16940,1795640
2024-11-02,DEL-BLR,Economy,114,3785,431490
2024-11-02,DEL-BLR,Premium,60,9775,586500
2024-11-02,DEL-BLR,Business,41,10129,415289
2024-11-02,BOM-BLR,Economy,55,3275,180125
2024-11-02,BOM-BLR,Premium,139,6054,841506
2024-11-02,BOM-BLR,Business,45,18833,847485
2024-11-02,DEL-HYD,Economy,75,3723,279225
2024-11-02,DEL-HYD,Premium,75,7299,547425
2024-11-02,DEL-HYD,Business,103,19613,2020139
2024-11-02,BLR-HYD,Economy,130,3426,445380
2024-11-02,BLR-HYD,Premium,131,9329,1222099
2024-11-02,BLR-HYD,Business,35,17082,597870
2024-11-03,DEL-BOM,Economy,185,5941,1099085
2024-11-03,DEL-BOM,Premium,43,9741,418863
2024-11-03,DEL-BOM,Business,142,17142,2434164
2024-11-03,DEL-BLR,Economy,158,5125,809750
2024-11-03,DEL-BLR,Premium,99,8132,805068
2024-11-03,DEL-BLR,Business,80,15970,1277600
2024-11-03,BOM-BLR,Economy,152,5659,860168
2024-11-03,BOM-BLR,Premium,191,8166,1559706
2024-11-03,BOM-BLR,Business,168,12755,2142840
2024-11-03,DEL-HYD,Economy,60,5732,343920
2024-11-03,DEL-HYD,Premium,177,9811,1736547
2024-11-03,DEL-HYD,Business,123,14691,1806993
2024-11-03,BLR-HYD,Economy,192,4156,797952
2024-11-03,BLR-HYD,Premium,143,7797,1114971
2024-11-03,BLR-HYD,Business,45,19752,888840
2024-11-04,DEL-BOM,Economy,160,3983,637280
2024-11-04,DEL-BOM,Premium,91,7736,703976
2024-11-04,DEL-BOM,Business,45,10394,467730
2024-11-04,DEL-BLR,Economy,184,3522,648048
2024-11-04,DEL-BLR,Premium,106,6386,676916
2024-11-04,DEL-BLR,Business,161,17108,2754388
2024-11-04,BOM-BLR,Economy,132,5702,752664
2024-11-04,BOM-BLR,Premium,161,7466,1202026
2024-11-04,BOM-BLR,Business,27,14426,389502
2024-11-04,DEL-HYD,Economy,64,4804,307456
2024-11-04,DEL-HYD,Premium,38,8226,312588
2024-11-04,DEL-HYD,Business,156,15855,2473380
2024-11-04,BLR-HYD,Economy,199,5290,1052710
2024-11-04,BLR-HYD,Premium,155,6631,1027805
2024-11-04,BLR-HYD,Business,171,13655,2335005
2024-11-05,DEL-BOM,Economy,198,5217,1032966
2024-11-05,DEL-BOM,Premium,173,7017,1213941
2024-11-05,DEL-BOM,Business,26,19019,494494
2024-11-05,DEL-BLR,Economy,52,5551,288652
2024-11-05,DEL-BLR,Premium,22,9843,216546
2024-11-05,DEL-BLR,Business,28,13680,383040
2024-11-05,BOM-BLR,Economy,39,3789,147771
2024-11-05,BOM-BLR,Premium,150,7543,1131450
2024-11-05,BOM-BLR,Business,157,15031,2359867
2024-11-05,DEL-HYD,Economy,40,3998,159920
2024-11-05,DEL-HYD,Premium,173,9731,1683463
2024-11-05,DEL-HYD,Business,55,13221,727155
2024-11-05,BLR-HYD,Economy,20,3968,79360
2024-11-05,BLR-HYD,Premium,91,8922,811902
2024-11-05,BLR-HYD,Business,160,13819,2211040
2024-11-06,DEL-BOM,Economy,56,4757,266392
2024-11-06,DEL-BOM,Premium,44,9287,408628
2024-11-06,DEL-BOM,Business,168,10425,1751400
2024-11-06,DEL-BLR,Economy,61,3769,229909
2024-11-06,DEL-BLR,Premium,115,8573,985895
2024-11-06,DEL-BLR,Business,40,18657,746280
2024-11-06,BOM-BLR,Economy,192,4471,858432
2024-11-06,BOM-BLR,Premium,76,8039,610964
2024-11-06,BOM-BLR,Business,71,18172,1290212
2024-11-06,DEL-HYD,Economy,29,5798,168142
2024-11-06,DEL-HYD,Premium,186,9708,1805688
2024-11-06,DEL-HYD,Business,62,11897,737614
2024-11-06,BLR-HYD,Economy,139,4872,677208
2024-11-06,BLR-HYD,Premium,147,9365,1376655
2024-11-06,BLR-HYD,Business,149,19925,2968825
2024-11-07,DEL-BOM,Economy,129,4351,561279
2024-11-07,DEL-BOM,Premium,129,8210,1059090
2024-11-07,DEL-BOM,Business,162,17660,2860920
2024-11-07,DEL-BLR,Economy,153,3238,495414
2024-11-07,DEL-BLR,Premium,51,7557,385407
2024-11-07,DEL-BLR,Business,134,10248,1373232
2024-11-07,BOM-BLR,Economy,28,3033,84924
2024-11-07,BOM-BLR,Premium,64,8631,552384
2024-11-07,BOM-BLR,Business,134,16671,2233914
2024-11-07,DEL-HYD,Economy,94,4641,436254
2024-11-07,DEL-HYD,Premium,93,9089,845277
2024-11-07,DEL-HYD,Business,62,14671,909602
2024-11-07,BLR-HYD,Economy,89,4165,370685
2024-11-07,BLR-HYD,Premium,125,7104,888000
2024-11-07,BLR-HYD,Business,70,15465,1082550
2024-11-08,DEL-BOM,Economy,44,4576,201344
2024-11-08,DEL-BOM,Premium,124,7054,874696
2024-11-08,DEL-BOM,Business,109,18123,1975407
2024-11-08,DEL-BLR,Economy,85,3343,284155
2024-11-08,DEL-BLR,Premium,118,6982,823876
2024-11-08,DEL-BLR,Business,79,10526,831554
2024-11-08,BOM-BLR,Economy,104,3930,408720
2024-11-08,BOM-BLR,Premium,174,9077,1579398
2024-11-08,BOM-BLR,Business,77,15469,1191113
2024-11-08,DEL-HYD,Economy,187,3965,741455
2024-11-08,DEL-HYD,Premium,98,6622,648956
2024-11-08,DEL-HYD,Business,182,13299,2420418
2024-11-08,BLR-HYD,Economy,164,5355,878220
